Cycle,Class,Precision,Recall,F1-score,Accuracy,Confusion Matrix,Labelled Samples
10,vgood,0.75,0.6923076923076923,0.7199999999999999,0.8786127167630058,"[[56, 7, 11, 3], [11, 3, 0, 0], [6, 0, 236, 0], [2, 2, 0, 9]]",688
11,acc,0.8051948051948052,0.8051948051948052,0.8051948051948051,0.9017341040462428,"[[62, 7, 7, 1], [6, 7, 0, 1], [7, 1, 234, 0], [2, 2, 0, 9]]",738
11,good,0.4117647058823529,0.5,0.45161290322580644,0.9017341040462428,"[[62, 7, 7, 1], [6, 7, 0, 1], [7, 1, 234, 0], [2, 2, 0, 9]]",738
11,unacc,0.970954356846473,0.9669421487603306,0.9689440993788819,0.9017341040462428,"[[62, 7, 7, 1], [6, 7, 0, 1], [7, 1, 234, 0], [2, 2, 0, 9]]",738
11,vgood,0.8181818181818182,0.6923076923076923,0.7500000000000001,0.9017341040462428,"[[62, 7, 7, 1], [6, 7, 0, 1], [7, 1, 234, 0], [2, 2, 0, 9]]",738
12,acc,0.8051948051948052,0.8051948051948052,0.8051948051948051,0.9017341040462428,"[[62, 9, 5, 1], [8, 5, 0, 1], [5, 1, 236, 0], [2, 2, 0, 9]]",788
12,good,0.29411764705882354,0.35714285714285715,0.3225806451612903,0.9017341040462428,"[[62, 9, 5, 1], [8, 5, 0, 1], [5, 1, 236, 0], [2, 2, 0, 9]]",788
12,unacc,0.979253112033195,0.9752066115702479,0.9772256728778467,0.9017341040462428,"[[62, 9, 5, 1], [8, 5, 0, 1], [5, 1, 236, 0], [2, 2, 0, 9]]",788
12,vgood,0.8181818181818182,0.6923076923076923,0.7500000000000001,0.9017341040462428,"[[62, 9, 5, 1], [8, 5, 0, 1], [5, 1, 236, 0], [2, 2, 0, 9]]",788
13,acc,0.8289473684210527,0.8181818181818182,0.8235294117647058,0.9132947976878613,"[[63, 6, 7, 1], [5, 7, 1, 1], [5, 1, 236, 0], [3, 0, 0, 10]]",838
13,good,0.5,0.5,0.5,0.9132947976878613,"[[63, 6, 7, 1], [5, 7, 1, 1], [5, 1, 236, 0], [3, 0, 0, 10]]",838
13,unacc,0.9672131147540983,0.9752066115702479,0.9711934156378601,0.9132947976878613,"[[63, 6, 7, 1], [5, 7, 1, 1], [5, 1, 236, 0], [3, 0, 0, 10]]",838
13,vgood,0.8333333333333334,0.7692307692307693,0.8,0.9132947976878613,"[[63, 6, 7, 1], [5, 7, 1, 1], [5, 1, 236, 0], [3, 0, 0, 10]]",838
14,acc,0.9041095890410958,0.8571428571428571,0.88,0.9335260115606936,"[[66, 6, 5, 0], [2, 10, 1, 1], [4, 1, 237, 0], [1, 2, 0, 10]]",888
14,good,0.5263157894736842,0.7142857142857143,0.6060606060606061,0.9335260115606936,"[[66, 6, 5, 0], [2, 10, 1, 1], [4, 1, 237, 0], [1, 2, 0, 10]]",888
14,unacc,0.9753086419753086,0.9793388429752066,0.977319587628866,0.9335260115606936,"[[66, 6, 5, 0], [2, 10, 1, 1], [4, 1, 237, 0], [1, 2, 0, 10]]",888
14,vgood,0.9090909090909091,0.7692307692307693,0.8333333333333333,0.9335260115606936,"[[66, 6, 5, 0], [2, 10, 1, 1], [4, 1, 237, 0], [1, 2, 0, 10]]",888
15,acc,0.9315068493150684,0.8831168831168831,0.9066666666666665,0.9450867052023122,"[[68, 4, 5, 0], [1, 10, 1, 2], [3, 1, 238, 0], [1, 1, 0, 11]]",938
15,good,0.625,0.7142857142857143,0.6666666666666666,0.9450867052023122,"[[68, 4, 5, 0], [1, 10, 1, 2], [3, 1, 238, 0], [1, 1, 0, 11]]",938
15,unacc,0.9754098360655737,0.9834710743801653,0.9794238683127573,0.9450867052023122,"[[68, 4, 5, 0], [1, 10, 1, 2], [3, 1, 238, 0], [1, 1, 0, 11]]",938
15,vgood,0.8461538461538461,0.8461538461538461,0.8461538461538461,0.9450867052023122,"[[68, 4, 5, 0], [1, 10, 1, 2], [3, 1, 238, 0], [1, 1, 0, 11]]",938
16,acc,0.9054054054054054,0.8701298701298701,0.8874172185430463,0.9364161849710982,"[[67, 5, 5, 0], [2, 9, 1, 2], [4, 1, 237, 0], [1, 1, 0, 11]]",988
